locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDNALJOL_01653	gene	702				
CDNALJOL_01653	CDS	702				hypothetical protein
CDNALJOL_01654	gene	177				
CDNALJOL_01654	CDS	177				hypothetical protein
CDNALJOL_01655	gene	675				
CDNALJOL_01655	CDS	675				hypothetical protein
CDNALJOL_01656	gene	252				
CDNALJOL_01656	CDS	252				hypothetical protein
CDNALJOL_01657	gene	1767				
CDNALJOL_01657	CDS	1767				hypothetical protein
CDNALJOL_01658	gene	378				
CDNALJOL_01658	CDS	378				hypothetical protein
CDNALJOL_01659	gene	252				
CDNALJOL_01659	CDS	252				hypothetical protein
CDNALJOL_01660	gene	513				
CDNALJOL_01660	CDS	513				hypothetical protein
CDNALJOL_01661	gene	108				
CDNALJOL_01661	CDS	108				hypothetical protein
CDNALJOL_01662	gene	786				
CDNALJOL_01662	CDS	786				hypothetical protein
CDNALJOL_01663	gene	306				
CDNALJOL_01663	CDS	306				hypothetical protein
CDNALJOL_01664	gene	1290	yhjE			
CDNALJOL_01664	CDS	1290	yhjE			Inner membrane metabolite transport protein YhjE
CDNALJOL_01665	gene	1221	nhaH			
CDNALJOL_01665	CDS	1221	nhaH			Na(+)/H(+) antiporter NhaH
CDNALJOL_01666	gene	1293				
CDNALJOL_01666	CDS	1293				hypothetical protein
CDNALJOL_01667	gene	1446				
CDNALJOL_01667	CDS	1446		3.4.24.-	COG0612	putative zinc protease
CDNALJOL_01668	gene	1431				
CDNALJOL_01668	CDS	1431		3.4.24.-	COG0612	putative zinc protease
CDNALJOL_01669	gene	423				
CDNALJOL_01669	CDS	423				hypothetical protein
CDNALJOL_01670	gene	1002				
CDNALJOL_01670	CDS	1002				hypothetical protein
CDNALJOL_01671	gene	492				
CDNALJOL_01671	CDS	492				hypothetical protein
CDNALJOL_01672	gene	1566	hflX			
CDNALJOL_01672	CDS	1566	hflX			GTPase HflX
CDNALJOL_01673	gene	255				
CDNALJOL_01673	CDS	255				hypothetical protein
CDNALJOL_01674	gene	378				
CDNALJOL_01674	CDS	378				hypothetical protein
CDNALJOL_01675	gene	372				
CDNALJOL_01675	CDS	372				hypothetical protein
CDNALJOL_01676	gene	1329	serS			
CDNALJOL_01676	CDS	1329	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CDNALJOL_01677	gene	567				
CDNALJOL_01677	CDS	567				hypothetical protein
CDNALJOL_01678	gene	2655				
CDNALJOL_01678	CDS	2655				hypothetical protein
CDNALJOL_01679	gene	1212				
CDNALJOL_01679	CDS	1212				hypothetical protein
CDNALJOL_01680	gene	510				
CDNALJOL_01680	CDS	510			COG1926	putative protein
CDNALJOL_01681	gene	132				
CDNALJOL_01681	CDS	132				hypothetical protein
CDNALJOL_01682	gene	1218				
CDNALJOL_01682	CDS	1218				IS256 family transposase ISPeth3
CDNALJOL_01683	gene	777	gpsA_1			
CDNALJOL_01683	CDS	777	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
CDNALJOL_01684	gene	285	gpsA_2			
CDNALJOL_01684	CDS	285	gpsA_2	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
CDNALJOL_01685	gene	312				
CDNALJOL_01685	CDS	312		1.14.11.1		Gamma-butyrobetaine dioxygenase
CDNALJOL_01686	gene	807	truA			
CDNALJOL_01686	CDS	807	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CDNALJOL_01687	gene	258				
CDNALJOL_01687	CDS	258				hypothetical protein
CDNALJOL_01688	gene	1077	apbC			
CDNALJOL_01688	CDS	1077	apbC		COG0489	Iron-sulfur cluster carrier protein
CDNALJOL_01689	gene	483				
CDNALJOL_01689	CDS	483				hypothetical protein
CDNALJOL_01690	gene	204	iscX			
CDNALJOL_01690	CDS	204	iscX		COG2975	Protein IscX
CDNALJOL_01691	gene	312	fdx_2			
CDNALJOL_01691	CDS	312	fdx_2		COG0633	2Fe-2S ferredoxin
CDNALJOL_01692	gene	1338	hscA_1			
CDNALJOL_01692	CDS	1338	hscA_1		COG0443	Chaperone protein HscA
CDNALJOL_01693	gene	366	hscA_2			
CDNALJOL_01693	CDS	366	hscA_2		COG0443	Chaperone protein HscA
CDNALJOL_01694	gene	678	hscB			
CDNALJOL_01694	CDS	678	hscB			Co-chaperone protein HscB
CDNALJOL_01695	gene	330				
CDNALJOL_01695	CDS	330			COG0316	Protein
CDNALJOL_01696	gene	414	iscU			
CDNALJOL_01696	CDS	414	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
CDNALJOL_01697	gene	1215	iscS_1			
CDNALJOL_01697	CDS	1215	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
CDNALJOL_01698	gene	471	nsrR_1			
CDNALJOL_01698	CDS	471	nsrR_1			HTH-type transcriptional repressor NsrR
CDNALJOL_01699	gene	1068				
CDNALJOL_01699	CDS	1068				hypothetical protein
CDNALJOL_01700	gene	570				
CDNALJOL_01700	CDS	570				hypothetical protein
CDNALJOL_01701	gene	1440				
CDNALJOL_01701	CDS	1440				hypothetical protein
CDNALJOL_01702	gene	123				
CDNALJOL_01702	CDS	123				hypothetical protein
CDNALJOL_01703	gene	1734	aprA			
CDNALJOL_01703	CDS	1734	aprA	1.8.99.2		Adenylylsulfate reductase subunit alpha
CDNALJOL_01704	gene	345	aprB			
CDNALJOL_01704	CDS	345	aprB			Adenylylsulfate reductase subunit beta
CDNALJOL_01705	gene	348	sat_1			
CDNALJOL_01705	CDS	348	sat_1	2.7.7.4	COG2046	Sulfate adenylyltransferase
CDNALJOL_01706	gene	837	sat_2			
CDNALJOL_01706	CDS	837	sat_2	2.7.7.4	COG2046	Sulfate adenylyltransferase
CDNALJOL_01707	gene	366				
CDNALJOL_01707	CDS	366				hypothetical protein
CDNALJOL_01708	gene	195				
CDNALJOL_01708	CDS	195				hypothetical protein
CDNALJOL_01709	gene	441				
CDNALJOL_01709	CDS	441				hypothetical protein
CDNALJOL_01710	gene	900	bchR			
CDNALJOL_01710	CDS	900	bchR	2.1.1.331	COG1032	Bacteriochlorophyllide d C-12(1)-methyltransferase
CDNALJOL_01711	gene	393				
CDNALJOL_01711	CDS	393				hypothetical protein
CDNALJOL_01712	gene	1089	mdtD			
CDNALJOL_01712	CDS	1089	mdtD			Putative multidrug resistance protein MdtD
CDNALJOL_01713	gene	76				
CDNALJOL_01713	tRNA	76				tRNA-Met(cat)
CDNALJOL_01714	gene	687	fic			
CDNALJOL_01714	CDS	687	fic	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
CDNALJOL_01715	gene	216				
CDNALJOL_01715	CDS	216				hypothetical protein
CDNALJOL_01716	gene	717				
CDNALJOL_01716	CDS	717				hypothetical protein
CDNALJOL_01717	gene	1365	norR_6			
CDNALJOL_01717	CDS	1365	norR_6			Anaerobic nitric oxide reductase transcription regulator NorR
CDNALJOL_01718	gene	1605	cydA			
CDNALJOL_01718	CDS	1605	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
CDNALJOL_01719	gene	1140	cydB			
CDNALJOL_01719	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
CDNALJOL_01720	gene	132				
CDNALJOL_01720	CDS	132				hypothetical protein
CDNALJOL_01721	gene	1275				
CDNALJOL_01721	CDS	1275		1.8.5.4	COG0446	Sulfide-quinone reductase
CDNALJOL_01722	gene	1101				
CDNALJOL_01722	CDS	1101				hypothetical protein
CDNALJOL_01723	gene	453				
CDNALJOL_01723	CDS	453				hypothetical protein
CDNALJOL_01724	gene	312				
CDNALJOL_01724	CDS	312				hypothetical protein
CDNALJOL_01725	gene	933				
CDNALJOL_01725	CDS	933				hypothetical protein
CDNALJOL_01726	gene	273				
CDNALJOL_01726	CDS	273				hypothetical protein
CDNALJOL_01727	gene	1272				
CDNALJOL_01727	CDS	1272				hypothetical protein
CDNALJOL_01728	gene	636	degU			
CDNALJOL_01728	CDS	636	degU		COG2197	Transcriptional regulatory protein DegU
CDNALJOL_01729	gene	1629	sasA_4			
CDNALJOL_01729	CDS	1629	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
CDNALJOL_01730	gene	1998	potE			
CDNALJOL_01730	CDS	1998	potE			Putrescine transporter PotE
CDNALJOL_01731	gene	669				
CDNALJOL_01731	CDS	669				hypothetical protein
CDNALJOL_01732	gene	678				
CDNALJOL_01732	CDS	678				hypothetical protein
CDNALJOL_01733	gene	618	kdpC			
CDNALJOL_01733	CDS	618	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
CDNALJOL_01734	gene	1326	kdpA_1			
CDNALJOL_01734	CDS	1326	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
CDNALJOL_01735	gene	282	kdpA_2			
CDNALJOL_01735	CDS	282	kdpA_2			Potassium-transporting ATPase potassium-binding subunit
CDNALJOL_01736	gene	2013	kdpB			
CDNALJOL_01736	CDS	2013	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
CDNALJOL_01737	gene	609				
CDNALJOL_01737	CDS	609				hypothetical protein
CDNALJOL_01738	gene	639				
CDNALJOL_01738	CDS	639				hypothetical protein
CDNALJOL_01739	gene	639				
CDNALJOL_01739	CDS	639				hypothetical protein
CDNALJOL_01740	gene	645				
CDNALJOL_01740	CDS	645				hypothetical protein
CDNALJOL_01741	gene	2226				
CDNALJOL_01741	CDS	2226				hypothetical protein
CDNALJOL_01742	gene	579				
CDNALJOL_01742	CDS	579				hypothetical protein
CDNALJOL_01743	gene	930				
CDNALJOL_01743	CDS	930				hypothetical protein
CDNALJOL_01744	gene	924	garR			
CDNALJOL_01744	CDS	924	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
CDNALJOL_01745	gene	576				
CDNALJOL_01745	CDS	576		1.11.1.15		Peroxiredoxin
CDNALJOL_01746	gene	888	yfeX			
CDNALJOL_01746	CDS	888	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
CDNALJOL_01747	gene	447	yccU			
CDNALJOL_01747	CDS	447	yccU		COG1832	putative protein YccU
CDNALJOL_01748	gene	1263	glpC			
CDNALJOL_01748	CDS	1263	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
CDNALJOL_01749	gene	594				
CDNALJOL_01749	CDS	594				hypothetical protein
CDNALJOL_01750	gene	597	iscS_2			
CDNALJOL_01750	CDS	597	iscS_2	2.8.1.7	COG1104	IscS-like cysteine desulfurase
CDNALJOL_01751	gene	558	iscS_3			
CDNALJOL_01751	CDS	558	iscS_3	2.8.1.7		Cysteine desulfurase IscS
CDNALJOL_01752	gene	897				
CDNALJOL_01752	CDS	897				hypothetical protein
CDNALJOL_01753	gene	86				
CDNALJOL_01753	tRNA	86				tRNA-Leu(cag)
CDNALJOL_01754	gene	77				
CDNALJOL_01754	tRNA	77				tRNA-Arg(tct)
CDNALJOL_01755	gene	207				
CDNALJOL_01755	CDS	207				hypothetical protein
CDNALJOL_01756	gene	414				
CDNALJOL_01756	CDS	414				hypothetical protein
CDNALJOL_01757	gene	150				
CDNALJOL_01757	CDS	150				hypothetical protein
CDNALJOL_01758	gene	1206				
CDNALJOL_01758	CDS	1206				hypothetical protein
CDNALJOL_01759	gene	1164				
CDNALJOL_01759	CDS	1164				hypothetical protein
CDNALJOL_01760	gene	495				
CDNALJOL_01760	CDS	495				hypothetical protein
CDNALJOL_01761	gene	678				
CDNALJOL_01761	CDS	678				hypothetical protein
CDNALJOL_01762	gene	558	msrA			
CDNALJOL_01762	CDS	558	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
CDNALJOL_01763	gene	507				
CDNALJOL_01763	CDS	507				hypothetical protein
CDNALJOL_01764	gene	2109				
CDNALJOL_01764	CDS	2109			COG2200	putative signaling protein
CDNALJOL_01765	gene	621				
CDNALJOL_01765	CDS	621				hypothetical protein
CDNALJOL_01766	gene	192				
CDNALJOL_01766	CDS	192				hypothetical protein
CDNALJOL_01767	gene	1071				
CDNALJOL_01767	CDS	1071				hypothetical protein
CDNALJOL_01768	gene	648				
CDNALJOL_01768	CDS	648				hypothetical protein
CDNALJOL_01769	gene	76				
CDNALJOL_01769	tRNA	76				tRNA-Lys(ttt)
CDNALJOL_01770	gene	1089	ydiK			
CDNALJOL_01770	CDS	1089	ydiK		COG0628	Putative transport protein YdiK
CDNALJOL_01771	gene	627	leuD1			
CDNALJOL_01771	CDS	627	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
CDNALJOL_01772	gene	1398	leuC_1			
CDNALJOL_01772	CDS	1398	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
CDNALJOL_01773	gene	1125	rffG			
CDNALJOL_01773	CDS	1125	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
CDNALJOL_01774	gene	900	rfbA			
CDNALJOL_01774	CDS	900	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
CDNALJOL_01775	gene	552	rfbC			
CDNALJOL_01775	CDS	552	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
CDNALJOL_01776	gene	1278	proP_2			
CDNALJOL_01776	CDS	1278	proP_2			Proline/betaine transporter
CDNALJOL_01777	gene	951	esiB			
CDNALJOL_01777	CDS	951	esiB			Secretory immunoglobulin A-binding protein EsiB
CDNALJOL_01778	gene	2718				
CDNALJOL_01778	CDS	2718				hypothetical protein
CDNALJOL_01779	gene	471				
CDNALJOL_01779	CDS	471				hypothetical protein
CDNALJOL_01780	gene	1374	gadA			
CDNALJOL_01780	CDS	1374	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
CDNALJOL_01781	gene	1917	treZ			
CDNALJOL_01781	CDS	1917	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
CDNALJOL_01782	gene	2898				
CDNALJOL_01782	CDS	2898				hypothetical protein
CDNALJOL_01783	gene	1671	treS_1			
CDNALJOL_01783	CDS	1671	treS_1	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
CDNALJOL_01784	gene	1680	treS_2			
CDNALJOL_01784	CDS	1680	treS_2	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
CDNALJOL_01785	gene	951				
CDNALJOL_01785	CDS	951				hypothetical protein
CDNALJOL_01786	gene	1161				
CDNALJOL_01786	CDS	1161				hypothetical protein
CDNALJOL_01787	gene	843				
CDNALJOL_01787	CDS	843				hypothetical protein
CDNALJOL_01788	gene	1143				
CDNALJOL_01788	CDS	1143				hypothetical protein
CDNALJOL_01789	gene	636				
CDNALJOL_01789	CDS	636				hypothetical protein
CDNALJOL_01790	gene	1992	glgE1			
CDNALJOL_01790	CDS	1992	glgE1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
CDNALJOL_01791	gene	1572	mak1			
CDNALJOL_01791	CDS	1572	mak1	2.7.1.175		Maltokinase
CDNALJOL_01792	gene	1044	adhC2			
CDNALJOL_01792	CDS	1044	adhC2	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 2
CDNALJOL_01793	gene	306				
CDNALJOL_01793	CDS	306				hypothetical protein
CDNALJOL_01794	gene	324				
CDNALJOL_01794	CDS	324				hypothetical protein
CDNALJOL_01795	gene	894				
CDNALJOL_01795	CDS	894				hypothetical protein
CDNALJOL_01796	gene	1971				
CDNALJOL_01796	CDS	1971				hypothetical protein
CDNALJOL_01797	gene	219				
CDNALJOL_01797	CDS	219			COG2200	putative signaling protein
CDNALJOL_01798	gene	1212				
CDNALJOL_01798	CDS	1212				ISAzo13 family transposase ISLsp4
CDNALJOL_01799	gene	195				
CDNALJOL_01799	CDS	195				hypothetical protein
CDNALJOL_01800	gene	867	fadB			
CDNALJOL_01800	CDS	867	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
CDNALJOL_01801	gene	777	rcsC_2			
CDNALJOL_01801	CDS	777	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
CDNALJOL_01802	gene	1776	rcsC_3			
CDNALJOL_01802	CDS	1776	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
CDNALJOL_01803	gene	1131	rpfG_1			
CDNALJOL_01803	CDS	1131	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
CDNALJOL_01804	gene	696				
CDNALJOL_01804	CDS	696				hypothetical protein
CDNALJOL_01805	gene	888				
CDNALJOL_01805	CDS	888				hypothetical protein
CDNALJOL_01806	gene	945				
CDNALJOL_01806	CDS	945				hypothetical protein
CDNALJOL_01807	gene	576				
CDNALJOL_01807	CDS	576				hypothetical protein
CDNALJOL_01808	gene	3237	bepA_5			
CDNALJOL_01808	CDS	3237	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
CDNALJOL_01809	gene	789				
CDNALJOL_01809	CDS	789				hypothetical protein
CDNALJOL_01810	gene	1830	pglK			
CDNALJOL_01810	CDS	1830	pglK	7.5.2.5	COG1132	Protein glycosylation K
CDNALJOL_01811	gene	900				
CDNALJOL_01811	CDS	900				hypothetical protein
CDNALJOL_01812	gene	816				
CDNALJOL_01812	CDS	816				hypothetical protein
CDNALJOL_01813	gene	1320				
CDNALJOL_01813	CDS	1320				hypothetical protein
CDNALJOL_01814	gene	1095				
CDNALJOL_01814	CDS	1095				hypothetical protein
CDNALJOL_01815	gene	1056				
CDNALJOL_01815	CDS	1056				hypothetical protein
CDNALJOL_01816	gene	1104				
CDNALJOL_01816	CDS	1104				hypothetical protein
CDNALJOL_01817	gene	1878				
CDNALJOL_01817	CDS	1878				hypothetical protein
CDNALJOL_01818	gene	2046				
CDNALJOL_01818	CDS	2046				hypothetical protein
CDNALJOL_01819	gene	1416	atoC_6			
CDNALJOL_01819	CDS	1416	atoC_6		COG2204	Regulatory protein AtoC
CDNALJOL_01820	gene	714				
CDNALJOL_01820	CDS	714				hypothetical protein
CDNALJOL_01821	gene	831				
CDNALJOL_01821	CDS	831				hypothetical protein
CDNALJOL_01822	gene	924	gtaB_2			
CDNALJOL_01822	CDS	924	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CDNALJOL_01823	gene	2115	rcsC_4			
CDNALJOL_01823	CDS	2115	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
CDNALJOL_01824	gene	990				
CDNALJOL_01824	CDS	990				hypothetical protein
CDNALJOL_01825	gene	1011				
CDNALJOL_01825	CDS	1011				hypothetical protein
CDNALJOL_01826	gene	1866				
CDNALJOL_01826	CDS	1866				hypothetical protein
CDNALJOL_01827	gene	1512				
CDNALJOL_01827	CDS	1512				hypothetical protein
CDNALJOL_01828	gene	1125	mshA_3			
CDNALJOL_01828	CDS	1125	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CDNALJOL_01829	gene	1962	mshA_4			
CDNALJOL_01829	CDS	1962	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CDNALJOL_01830	gene	1185	mshA_5			
CDNALJOL_01830	CDS	1185	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CDNALJOL_01831	gene	1146				
CDNALJOL_01831	CDS	1146				hypothetical protein
CDNALJOL_01832	gene	798				
CDNALJOL_01832	CDS	798				hypothetical protein
CDNALJOL_01833	gene	1515				
CDNALJOL_01833	CDS	1515				hypothetical protein
CDNALJOL_01834	gene	858				
CDNALJOL_01834	CDS	858				hypothetical protein
CDNALJOL_01835	gene	1344				
CDNALJOL_01835	CDS	1344				hypothetical protein
CDNALJOL_01836	gene	1983				
CDNALJOL_01836	CDS	1983				hypothetical protein
CDNALJOL_01837	gene	387				
CDNALJOL_01837	CDS	387				hypothetical protein
CDNALJOL_01838	gene	228				
CDNALJOL_01838	CDS	228				hypothetical protein
CDNALJOL_01839	gene	132				
CDNALJOL_01839	CDS	132				hypothetical protein
CDNALJOL_01840	gene	273				
CDNALJOL_01840	CDS	273				hypothetical protein
CDNALJOL_01841	gene	582	sigE			
CDNALJOL_01841	CDS	582	sigE		COG1595	ECF RNA polymerase sigma factor SigE
CDNALJOL_01842	gene	462				
CDNALJOL_01842	CDS	462				hypothetical protein
CDNALJOL_01843	gene	1674	merA_2			
CDNALJOL_01843	CDS	1674	merA_2	1.16.1.1	COG1249	Mercuric reductase
CDNALJOL_01844	gene	408	zntR			
CDNALJOL_01844	CDS	408	zntR		COG0789	HTH-type transcriptional regulator ZntR
CDNALJOL_01845	gene	1098				
CDNALJOL_01845	CDS	1098				hypothetical protein
CDNALJOL_01846	gene	1116				
CDNALJOL_01846	CDS	1116				hypothetical protein
CDNALJOL_01847	gene	324				
CDNALJOL_01847	CDS	324				hypothetical protein
CDNALJOL_01848	gene	1905				
CDNALJOL_01848	CDS	1905				hypothetical protein
CDNALJOL_01849	gene	1104	rfbD			
CDNALJOL_01849	CDS	1104	rfbD	5.4.99.9		UDP-galactopyranose mutase
CDNALJOL_01850	gene	1026	wbgU_1			
CDNALJOL_01850	CDS	1026	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
CDNALJOL_01851	gene	3762				
CDNALJOL_01851	CDS	3762				hypothetical protein
CDNALJOL_01852	gene	1557	norR_7			
CDNALJOL_01852	CDS	1557	norR_7			Anaerobic nitric oxide reductase transcription regulator NorR
CDNALJOL_01853	gene	174				
CDNALJOL_01853	CDS	174				hypothetical protein
CDNALJOL_01854	gene	1836	glmS_2			
CDNALJOL_01854	CDS	1836	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CDNALJOL_01855	gene	1302	wbpA			
CDNALJOL_01855	CDS	1302	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
CDNALJOL_01856	gene	513				
CDNALJOL_01856	CDS	513				hypothetical protein
CDNALJOL_01857	gene	951	wbgU_2			
CDNALJOL_01857	CDS	951	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
CDNALJOL_01858	gene	1428	norR_8			
CDNALJOL_01858	CDS	1428	norR_8			Anaerobic nitric oxide reductase transcription regulator NorR
CDNALJOL_01859	gene	570				
CDNALJOL_01859	CDS	570				hypothetical protein
CDNALJOL_01860	gene	2244				
CDNALJOL_01860	CDS	2244				hypothetical protein
CDNALJOL_01861	gene	642				
CDNALJOL_01861	CDS	642				hypothetical protein
CDNALJOL_01862	gene	78				
CDNALJOL_01862	tRNA	78				tRNA-Glu(ttc)
CDNALJOL_01863	gene	1251	sucC_1			
CDNALJOL_01863	CDS	1251	sucC_1	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
CDNALJOL_01864	gene	987	sucD_1			
CDNALJOL_01864	CDS	987	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CDNALJOL_01865	gene	153				
CDNALJOL_01865	CDS	153				hypothetical protein
CDNALJOL_01866	gene	1926	leuC_2			
CDNALJOL_01866	CDS	1926	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
CDNALJOL_01867	gene	810				
CDNALJOL_01867	CDS	810				hypothetical protein
CDNALJOL_01868	gene	489				
CDNALJOL_01868	CDS	489				hypothetical protein
CDNALJOL_01869	gene	687				
CDNALJOL_01869	CDS	687				hypothetical protein
CDNALJOL_01870	gene	1623				
CDNALJOL_01870	CDS	1623				hypothetical protein
CDNALJOL_01871	gene	1191	sucC_2			
CDNALJOL_01871	CDS	1191	sucC_2	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
CDNALJOL_01872	gene	918	sucD_2			
CDNALJOL_01872	CDS	918	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CDNALJOL_01873	gene	462	ahpE			
CDNALJOL_01873	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
CDNALJOL_01874	gene	543				
CDNALJOL_01874	CDS	543				hypothetical protein
CDNALJOL_01875	gene	243				
CDNALJOL_01875	CDS	243				hypothetical protein
CDNALJOL_01876	gene	447	mraZ			
CDNALJOL_01876	CDS	447	mraZ			Transcriptional regulator MraZ
CDNALJOL_01877	gene	174				
CDNALJOL_01877	CDS	174				hypothetical protein
CDNALJOL_01878	gene	753	rsmH			
CDNALJOL_01878	CDS	753	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
CDNALJOL_01879	gene	276				
CDNALJOL_01879	CDS	276				hypothetical protein
CDNALJOL_01880	gene	1737	spoVD			
CDNALJOL_01880	CDS	1737	spoVD		COG0768	Stage V sporulation protein D
CDNALJOL_01881	gene	1545	murE			
CDNALJOL_01881	CDS	1545	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CDNALJOL_01882	gene	1488	murF			
CDNALJOL_01882	CDS	1488	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CDNALJOL_01883	gene	1074	mraY			
CDNALJOL_01883	CDS	1074	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CDNALJOL_01884	gene	1464	murD			
CDNALJOL_01884	CDS	1464	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
CDNALJOL_01885	gene	1191	ftsW			
CDNALJOL_01885	CDS	1191	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
CDNALJOL_01886	gene	1116	murG			
CDNALJOL_01886	CDS	1116	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CDNALJOL_01887	gene	1395	murC			
CDNALJOL_01887	CDS	1395	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
CDNALJOL_01888	gene	852	murB			
CDNALJOL_01888	CDS	852	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
CDNALJOL_01889	gene	948	ddl			
CDNALJOL_01889	CDS	948	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
CDNALJOL_01890	gene	861				
CDNALJOL_01890	CDS	861				hypothetical protein
CDNALJOL_01891	gene	1278	ftsA			
CDNALJOL_01891	CDS	1278	ftsA		COG0849	Cell division protein FtsA
CDNALJOL_01892	gene	1173	ftsZ			
CDNALJOL_01892	CDS	1173	ftsZ			Cell division protein FtsZ
CDNALJOL_01893	gene	651				
CDNALJOL_01893	CDS	651				hypothetical protein
